Name,Size,Type,Sub-Type,Alignment,AC,Hit Points,STR,DEX,CON,INT,WIS,CHA,Challenge,Proficiency Bonus
Scythe_Tree,H,Plant,,CE,14 (natural),76 (8d12+24),20,8,17,10,13,12,5,3
Sea_Dragon_Wyrmling,M,Dragon,Sea Dragon,NE,17 (natural),52 (8d8+16),17,10,15,13,11,15,2,2
Sea_Fury,M,Fey,,CE,14 (natural),105 (14d8+42),19,15,16,12,12,18,12,4
Sea_Giant,L,Giant,,CN,17 (natural),178 (17d10+85),29,14,20,17,18,19,9,4
Sea_Hag,M,Fey,Hag,CE,14 (natural),52 (7d8+21),16,13,16,12,12,13,2,2
Sea_Horse,T,Beast,,,11,1 (1d4-1),1,12,8,1,10,2,0,2
Sea_Lion,L,Beast,,,16 (natural),15 (2d10+4),17,10,14,5,10,12,0.5,2
Sea_Serpent,L,Dragon,,LE,18 (natural),136 (16d10+48),19,12,17,16,13,15,8,3
Sea_Spawn,M,Humanoid,,NE,11 (natural),32 (5d8+10),15,8,15,6,10,8,1,2
Seal,M,Beast,,,11,9 (2d8),10,12,11,3,12,5,0,2
Selang,M,Fey,Satyr,CE,15 (natural),76 (9d8+36),18,15,18,12,14,19,4,2
Selenelion_Twin,M,Humanoid,Elf,CG,14,33 (6d8+6),7,18,13,12,10,17,2,2
Sema,S,Aberration,,NE,13,31 (7d6+7),12,17,13,6,12,13,1,2
Sentinel_in_Darkness,L,Construct,,,13 (natural),127 (15d10+45),20,9,16,6,18,1,7,3
Sephek_Kaltro,M,Undead,,NE,12,75 (10d8+30),16,14,16,11,16,18,3,2
Sepia_Snake,H,Monstrosity,,N,16 (natural),147 (14d12+56),23,16,19,4,13,19,9,4
Sepulchral_Guardian,M,Construct,,,14 (scale),65 (10d8+20),17,10,14,5,11,12,3,2
Seraph,L,Elemental,Genie,NG,15 (natural),119 (14d10+42),19,16,17,15,15,19,8,3
Serpentfolk_of_Yig,M,Humanoid,,NE,12,40 (9d8),11,14,11,14,11,14,1,2
Serpentine_Lamia,M,Monstrosity,,NE,13 (leather),36 (8d8),12,15,11,8,13,15,1,2
Serpopard,L,Beast,,,15 (natural),85 (10d10+30),17,16,16,2,12,6,4,2
Servant_of_the_Unsated_God,M,Undead,,NE,"17 (breastplate, shield)",82 (11d8+33),17,12,16,11,16,12,4,2
Servant_of_Yig,M,Aberration,,NE,12,90 (12d8+36),15,14,16,14,12,14,4,2
Servitor_Thrull,S,Construct,,,11,22 (4d6+8),11,13,14,6,6,3,0.25,2
Servo,T,Construct,,,11 (natural),10 (3d4+3),4,11,12,3,10,7,0,2
Setessan_Hoplite,M,Humanoid, Race,,"16 (leather, shield)",58 (9d8+18),14,16,14,13,16,11,4,2
Severin,M,Humanoid,Human,NE,16,150 (20d8+60),10,13,16,17,12,20,11,4
Sewer_Troll,L,Giant,,CE,14 (natural),57 (6d10+24),19,14,18,7,12,7,4,2
Sewerfolk,M,Humanoid, Race,,10,4 (1d8),6,8,6,8,10,6,0,2
Shabti,M,Construct,,,17 (natural),102 (12d8+48),14,20,18,6,11,6,8,3
Shadar-Kai_Gloom_Weaver,M,Humanoid,Elf,N,14 (17 with mage armor),104 (16d8+32),11,18,14,15,12,18,9,4
Shadar-Kai_Shadow_Dancer,M,Humanoid,Elf,N,15 (studded),71 (13d8+13),12,16,13,11,12,12,7,3
Shadar-Kai_Soul_Monger,M,Humanoid,Elf,N,15 (studded leather),123 (19d8+38),8,17,14,19,15,13,11,4
Shade_Stalker,S,Fey,,NE,13,22 (4d8+4),12,16,12,12,14,9,2,2
Shadelock,M,Aberration,,CN,16 (natural),108 (24d8),8,14,10,12,16,18,8,3
Shadhavar,L,Monstrosity,,N,14 (natural),97 (13d10+26),14,15,14,8,10,16,2,2
Shadow,M,Undead,,CE,12,16 (3d8+3),6,14,13,6,10,8,0.5,2
Shadow_Assassin,M,Undead,,CE,14,78 (12d8+24),6,19,14,13,12,14,9,4
Shadow_Beast,M,Fey,,CE,14,135 (18d8+54),20,18,17,14,14,19,7,3
Shadow_Blight,S,Plant,,NE,13 (natural),65 (10d6+30),13,15,16,5,16,3,1,2
Shadow_Boxer,S,Fey,,CN,13,55 (10d6+20),10,17,15,12,17,17,3,2
Shadow_Captain,M,Undead,,LE,"19 (half plate, shield)",156 (24d8+48),18,14,14,10,16,10,12,4
Shadow_Demon,M,Fiend,Demon,CE,13,66 (12d8+12),1,17,12,14,13,14,4,2
Shadow_Fey_Pattern_Dancer,M,Humanoid,Elf,CE,13,33 (6d8+6),10,16,12,12,12,16,2,2
Shadow_Giant,H,Giant,,CE,17,209 (22d20+66),18,25,17,12,13,21,15,5
Shadow_Horror,L,Aberration,,NE,13,120 (16d10+32),12,16,14,2,17,18,9,4
Shadow_Hunter,H,Monstrosity,,N,14 (natural),105 (10d12+40),23,15,19,5,14,3,9,4
Shadow_Hunter_Hatchling,M,Monstrosity,,N,13 (natural),55 (10d8+10),16,13,12,5,10,3,2,2
Shadow_Knight,M,Undead,,LE,18 (plate),78 (12d8+24),19,14,14,7,12,7,6,3
Shadow_Lord,L,Undead,,LE,18 (plate),161 (17d10+68),20,16,19,12,16,14,13,5
Shadow_Mastiff,M,Monstrosity,,NE,12,33 (6d8+6),16,14,13,5,12,5,2,2
Shadow_Mastiff_Alpha,M,Monstrosity,,NE,12,48 (1d12+42),16,14,13,6,12,5,2,2
Shadow_of_Death,L,Celestial,Angel,CE,18,250 (20d10+140),7,26,24,25,25,30,21,7
Shadow_Ooze,M,Ooze,,,8,76 (9d8+36),16,6,18,2,6,2,3,2
Shadow_Rabbit,L,Undead,,CE,15 (natural),68 (8d10+24),15,16,16,12,14,8,5,3
Shadow_River_Lord,M,Undead,,NE,16 (natural),135 (18d8+54),14,18,16,12,16,18,9,4
Shadow_Rook,T,Undead,,,12,5 (2d4),3,14,9,2,13,7,0,2
Shadow_Skeleton,M,Undead,,NE,13,52 (8d8+16),10,16,15,9,11,9,2,2
Shadow_Spider,M,Undead,,CE,13,39 (6d8+12),14,16,14,6,10,8,3,2
"Shadow,_Lesser",M,Undead,,CE,12,7 (2d8-2),5,15,9,5,10,14,0.125,2
Shadowghast,M,Undead,,CE,15,49 (9d8+9),14,20,12,12,11,8,5,3
Shadrix_Silverquill,G,Dragon,Bard,N,21 (natural),363 (22d20+132),25,14,23,18,18,26,22,7
Shambling_Mound,L,Plant,,,15 (natural),136 (16d10+48),18,8,16,5,10,5,5,3
Shantak,L,Monstrosity,,LE,16 (natural),123 (13d10+52),18,12,18,6,14,8,5,3
Shard_Swarm,M,Construct,(Swarm of Tiny),,13 (natural),22 (5d8),3,13,11,1,5,1,0.5,2
Sharkjaw_Skeleton,L,Undead,,LE,13 (natural),45 (6d10+12),16,10,15,6,8,4,1,2
Sharpythorapsidopustle,H,Monstrosity,,,20 (natural),340 (40d12+80),26,22,22,6,20,4,20,6
Sharwyn_Hucrele,M,Humanoid,Human,NE,16 (barkskin),13 (2d8+4),11,13,14,16,14,9,0.5,2
Shell_Shark,M,Monstrosity,,,18 (shell plate armor),32 (5d8+10),15,12,14,3,10,7,2,2
Shellycoat,M,Fey,,NE,14 (natural),75 (10d8+30),17,15,16,13,9,7,2,2
Shemshime,M,Undead,,,13,31 (7d8),6,17,10,17,14,16,4,2
Shield_Guardian,L,Construct,,,17 (natural),142 (15d10+60),18,8,18,7,10,3,7,3
Shield_Maiden,L,Celestial,, Lawful,"24 (plate, tower shield)",200 (18d10+96),22,12,26,13,18,20,17,6
Shifter,M,Humanoid,Shifter,,14 (leather),19 (3d8+6),12,16,14,11,15,10,0.5,2
Shiftshroom,M,Plant,Shapechanger,,5,18 (4d8),12,1,10,1,5,1,0.25,2
Shimmer_Seal,M,Beast,,,12,105 (14d8+42),18,14,17,5,12,9,5,3
Shipbreaker_Sea_Serpent,G,Dragon,,CN,19 (natural),310 (20d20+100),26,13,21,11,17,17,20,6
Shipwreck_Golem,G,Construct,,,20 (natural),363 (22d20+132),28,8,22,4,11,1,21,7
Shoalar_Quanderil,M,Humanoid,water genasi,LE,10 (13 with mage armor),60 (8d8+24),11,12,16,14,10,17,4,2
Shockerstomper,G,Construct,,,18,300 (20d20+100),23,10,20,1,1,1,14,5
Shoggoth,H,Aberration,,CN,18 (natural),387 (25d12+225),26,14,28,12,16,13,19,6
Shoosuva,L,Fiend,Demon,CE,14 (natural),110 (13d10+39),18,13,17,7,14,9,8,3
Shoreline_Scrapper,L,Beast,,,16 (natural),93 (11d10+33),16,12,16,3,11,5,4,2
Shriekbat,H,Monstrosity,,,15 (natural),178 (17d12+68),24,12,18,3,10,7,9,4
Shrieker,M,Plant,,,5,13 (3d8),1,1,10,1,3,1,0,2
Shroom,S,Plant,,CE,12 (natural),49 (11d6+11),9,10,12,19,16,15,4,2
Shroud,M,Undead,,NE,13 (natural),9 (2d8),4,13,10,2,10,8,0.125,2
Shukankor,H,Aberration,,CE,17 (natural),115 (11d12+44),22,16,18,8,12,6,9,4
Shurale,M,Fey,,NE,14,105 (14d8+42),18,19,16,12,15,18,7,3
Sibriex,H,Fiend,Demon,CE,19 (natural),150 (12d12+72),10,3,23,25,24,25,18,6
Sigilian,M,Construct,,,14,65 (10d8+20),6,18,14,5,10,20,2,2
Sildar_Hallwinter,M,Humanoid,Human,NG,16 (chain mail),27 (5d8+5),13,10,12,10,11,10,1,2
Silenal,S,Fey,,N,14,117 (18d6+54),10,18,16,10,13,19,7,3
Silid,S,Humanoid,,CE,13 (leather),16 (3d6+6),13,15,14,10,9,9,1,2
Silver_Dragon_Wyrmling,M,Dragon,Silver Dragon,LG,17 (natural),45 (6d8+18),19,10,17,12,11,15,2,2
Silver_Dragon_Wyrmling_Skeleton,M,Undead,,LE,17 (natural),45 (6d8+18),19,10,17,8,10,8,2,2
Silver_Mouse_Dragon,T,Dragon,,CG,13 (natural),27 (6d4+12),5,14,14,10,11,11,2,2
Silverquill_Apprentice,M or S,Humanoid," Race, Bard",,12 (15 with mage armor),44 (8d8+8),10,14,13,12,11,15,2,2
Silverquill_Pledgemage,M or S,Humanoid," Race, Bard",,13 (16 with mage armor),66 (12d8+12),10,16,13,12,11,17,4,2
Silverquill_Professor_of_Radiance,M or S,Humanoid," Race, Bard",,12 (15 with mage armor),97 (15d8+30),11,14,14,16,13,19,7,3
Silverquill_Professor_of_Shadow,M or S,Humanoid," Race, Bard",,12 (15 with mage armor),97 (15d8+30),11,14,14,16,13,19,7,3
Simhamukha_Dakini,H,Celestial,,CG,16 (natural),115 (11d12+44),21,15,19,12,17,19,8,3
Simurg,G,Celestial,,NG,15 (natural),108 (8d20+24),18,11,17,14,17,16,5,3
Sir_Bradford,M,Humanoid,Human,NE,16 (barkskin),19 (3d8+6),16,9,14,10,13,14,0.5,2
Sire_of_Insanity,H,Fiend,Demon,CE,17 (natural),157 (15d12+60),23,6,19,14,19,22,12,4
Siren,M,Fey,,CG,14,38 (7d8+7),10,18,12,13,14,16,5,3
Sirius_Moonlight,M,Humanoid,Half-Elf,CG,17 (studded leather),60 (11d8+11),12,20,13,12,15,16,6,3
Skabatha_NightShade,M,Fey,Hag,NE,16 (natural),150 (20d8+60),18,9,16,12,16,15,7,3
Skeemo_Weirdbottle,S,Humanoid,Gnome,NE,12 (15 with mage armor),72 (16d6+16),9,14,12,17,12,15,6,3
Skein_Witch,M,Celestial,,N,20 (natural),162 (25d8+50),6,12,14,16,20,20,12,4
Skeletal_Alchemist,M,Undead,,LE,11,32 (5d8+10),9,13,15,14,10,9,0.5,2
Skeletal_Guardian,M,Undead,,,13,39 (6d8+12),14,10,14,6,10,6,1,2
Skeletal_Horror,L,Undead,,NE,13,150 (20d10+40),16,14,15,6,10,5,6,3
Skeletal_Juggernaut,L,Undead,,LE,13 (armor scraps),142 (19d10+38),16,14,15,6,8,5,5,3
Skeletal_Swarm,L,Undead,(Swarm of Medium),LE,13 (armor scraps),60 (8d10+16),12,14,15,6,8,5,2,2
Skeleton,M,Undead,,LE,13 (armor scraps),13 (2d8+4),10,14,15,6,8,5,0.25,2
Skeleton_Knight,M,Undead,,LE,15 (armor scraps),37 (5d8+15),13,15,17,7,8,6,2,2
Skeleton_Warrior,M,Undead,,NE,19 (splint),150 (20d8+60),20,13,16,10,13,14,14,5
Skelzi,M,Humanoid,,CE,14 (natural),44 (8d8+8),14,15,12,10,10,10,1,2
Sken_Zabriss,M,Humanoid,Goliath,LE,"16 (breastplate, shield)",45 (7d8+14),16,11,15,13,10,12,1,2
Skin_Bat,S,Undead,,NE,13 (natural),14 (4d6),12,16,10,2,13,6,0.5,2
Skitterhaunt,L,Ooze,,,14 (natural),95 (10d10+40),15,11,19,1,7,1,4,2
Skittering_Horror,H,Aberration,,NE,17 (natural),228 (24d12+72),22,16,17,2,14,18,15,5
Skitterwidget,M,Construct,,,18 (natural),85 (10d8+40),16,14,18,3,10,1,5,3
Skulk,M,Humanoid,,CN,14,18 (4d8),6,19,10,10,7,1,0.5,2
Skull_Drake,M,Dragon,,N,15 (natural),75 (10d8+30),16,17,16,8,12,10,3,2
Skull_Lantern,T,Undead,,,13,14 (4d4+4),1,16,12,3,6,5,0.25,2
Skull_Lasher_of_Myrkul,M,Humanoid,Human,NE,12,32 (5d8+10),10,14,15,16,13,10,1,2
Skull_Lord,M,Undead,,LE,18 (plate),105 (14d8+42),14,16,17,16,15,21,15,5
Skull_Spider,T,Beast,,,17 (natural),2 (1d4),6,20,10,2,10,2,0.5,2
Skulleton,T,Undead,,NE,12 (natural),21 (6d4+6),6,10,13,10,12,14,0.25,2
Skum,M,Aberration,,LE,14 (natural),93 (11d8+44),19,11,18,7,12,9,5,3
Sky_Leviathan,G,Beast,,,14 (natural),247 (15d20+90),28,7,22,1,8,4,10,4
Skyjek_Roc,L,Monstrosity,,,15 (breastplate),37 (5d10+10),20,13,14,3,10,8,2,2
Skylla,M,Humanoid,"Human, Warlock",CE,10 (13 with mage armor),39 (6d8+12),9,11,14,12,15,17,2,2
Skyswimmer,G,Monstrosity,,,18 (natural),216 (16d20+48),23,15,16,7,12,6,13,5
Skyweaver,M,Humanoid,Human,CE,12 (15 with mage armor),44 (8d8+8),8,14,12,11,10,16,3,2
Slaad_Tadpole,T,Aberration,Slaad,CN,12,10 (4d4),7,15,10,3,5,3,0.125,2
Slag_Slime,H,Ooze,,,21 (natural),262 (21d12+126),27,21,22,1,14,1,18,6
Slaugh_Swarm,M,Fey,(Swarm of Tiny),CE,13,54 (12d8),6,16,11,6,13,10,3,2
Sleepless_Governor,M,Humanoid,Human,LE,14,121 (22d8+22),15,18,12,16,14,16,8,3
Sleipnir,L,Monstrosity,,NG,15 (natural),105 (10d10+50),20,12,20,10,15,10,5,3
Slepnirian_Pegasus,H,Celestial,, Lawful,26 (mithral barding),207 (18d12+90),22,24,21,12,17,15,16,5
Slither_Kelp,L,Ooze,,,8,42 (5d10+15),17,6,16,1,5,1,1,2
Slithering_Tracker,M,Ooze,,CE,14,32 (5d8+10),16,19,15,10,14,11,3,2
Sloth,L,Fiend,,NE,18 (natural),253 (22d10+132),22,12,22,24,16,12,23,7
Sloth_Viper,L,Monstrosity,,N,16 (natural),38 (7d10),13,16,11,2,12,2,2,2
Slow_Storm,H,Elemental,,CN,19,225 (18d12+108),20,19,22,11,16,11,15,5
Smaragdine_Golem,L,Construct,,,17 (natural),231 (22d10+110),24,11,21,3,11,1,14,5
Smiler_the_Defiler,M,Fey,Elf,CE,18 (+2 leather),165 (22d8+66),14,20,16,18,11,18,7,3
Smoke_Dragon,S,Dragon,,N,14 (natural),27 (6d6+6),13,12,13,10,12,10,1,2
Smoke_Mephit,S,Elemental,,NE,12,22 (5d6+5),6,14,12,10,10,11,0.25,2
Snake_with_a_100_Mage_Hands,S,Monstrosity,,N,14,67 (15d6+15),8,18,12,18,10,6,3,2
"Snapdax,_Apex_of_the_Hunt",G,Monstrosity,,,18 (natural),186 (12d20+60),22,25,20,8,14,16,18,6
Sniffer_Beetle,S,Beast,,,12 (natural),5 (1d6+2),13,10,14,3,12,7,0.125,2
Snow_Cat,M,Beast,,,12,13 (3d8),14,14,10,3,14,7,0.25,2
Snow_Giant,H,Giant,,N,11,138 (12d12+60),19,12,20,9,15,6,5,3
Snow_Golem,M,Construct,,,8,39 (6d8+12),15,6,14,1,6,1,3,2
Snow_Hag,M,Fey,Hag,NE,17 (natural),82 (11d8+33),16,12,16,13,14,16,3,2
Snow_Leopard,M,Beast,,,12,16 (3d8+3),15,15,12,3,14,7,0.25,2
Snow_Queen,M,Fey,,NE,17 (natural),123 (19d8+38),16,18,14,18,20,18,16,5
Snow_Terror,L,Fiend,Shapechanger,CE,16,127 (15d10+45),19,22,17,12,9,16,8,3
Solar,L,Celestial,Angel,LG,21 (natural),243 (18d10+144),26,22,26,25,25,30,21,7
Soldier,M,Humanoid, Race,,"18 (chain mail, shield)",16 (3d8+3),13,12,12,10,11,11,0.5,2
Sombereave,M,Fey,,NE,14,78 (12d8+24),14,19,14,10,13,16,5,3
Son_of_Fenris,H,Monstrosity,,CE,17 (natural),175 (14d12+84),26,16,23,16,18,14,12,4
"Sonechard,_General_of_Orcus",L,Fiend,Demon,CE,19,336 (32d10+160),22,18,21,19,16,20,20,6
Song_Angel,L,Celestial,Angel,LG,15 (natural),76 (9d10+27),12,16,16,18,18,21,6,3
Sooze,M,Aberration,Shoth,LN,12 (natural),49 (11d8),14,10,10,10,14,16,0.5,2
Soul_Eater,M,Fiend,,NE,16,104 (16d8+32),13,22,14,12,11,11,7,3
Soul_Reaper,L,Undead,,NE,19 (natural),152 (16d10+64),19,17,18,16,19,20,16,5
Soul_Rot,T,Ooze,,CE,5,345 (30d4+270),1,1,28,16,22,19,18,6
Spark,T,Elemental,,CN,16 (natural),84 (13d4+52),4,20,18,10,12,17,7,3
Spawn_of_Akyishigal,M,Fiend,Demon,CE,15 (natural),119 (14d8+56),15,13,19,10,11,12,5,3
Spawn_of_Alquam,L,Fiend,Demon,CE,16 (natural),114 (12d10+48),12,17,19,14,16,13,6,3
Spawn_of_Arbeyach,M,Fiend,Devil,LE,17 (natural),78 (12d8+24),18,15,15,10,13,12,5,3
Spawn_of_Chernobog,L,Fiend,,CE,14 (natural),95 (10d10+40),22,12,18,10,12,12,4,2
Spawn_of_Hriggala,H,Fiend,Demon,CE,16 (natural),138 (12d12+60),25,7,21,6,8,4,10,4
Spawn_of_Kyuss,M,Undead,,CE,10,76 (9d8+36),16,11,18,5,7,3,5,3
Spawn_of_Parzelon,M,Fiend,Devil,LE,16 (natural),77 (14d8+14),15,18,13,12,10,15,5,3
Spawn_of_Rhopalocerex,L,Fiend,Demon,CE,17 (natural),112 (15d10+30),14,18,15,10,13,15,6,3
Spectator,M,Aberration,,LN,14 (natural),39 (6d8+12),8,14,14,13,14,11,3,2
Specter,M,Undead,,CE,12,22 (5d8),1,14,11,10,10,11,1,2
Spectral_Guardian,M,Undead,,NE,14,110 (13d8+52),6,18,18,11,16,18,6,3
Spectral_Troll,L,Undead,,CE,15 (natural),52 (8d10+8),18,13,20,7,10,13,4,2
Spell_Parrot,T,Monstrosity,,,12,3 (2d4-2),2,14,8,2,12,6,3,2
Spellgorged_Zombie,M,Undead,,NE,10,75 (10d8+30),13,10,16,3,6,5,1,2
Spellhound,L,Monstrosity,,LN,14 (natural),102 (12d10+36),18,15,16,3,13,8,4,2
Spellix_Romwod,S,Humanoid,Gnome,CN,14 (hide),33 (6d6+12),6,15,14,15,9,16,0.5,2
Sperm_Whale,G,Beast,,,13 (natural),189 (14d20+42),26,8,17,3,12,5,8,3
Spider,T,Beast,,,12,1 (1d4-1),2,14,8,1,10,2,0,2
Spider_Demon,L,Fiend,Demon,CE,15 (natural),60 (8d10+16),16,16,15,11,12,4,4,2
Spider_Drake,L,Dragon,,LE,18 (natural),136 (16d10+48),19,13,17,7,16,15,9,4
Spider_Golem,L,Construct,,,20 (natural),210 (20d10+100),24,12,20,3,11,1,18,6
Spider_of_Leng,L,Aberration,,CE,15 (natural),144 (17d10+51),14,16,16,17,10,10,7,3
Spider_Thief,S,Construct,,,13 (natural),54 (12d6+12),10,12,12,3,10,1,2,2
"Spider,_Red-banded_Line",T,Beast,,,13,2 (1d4),4,16,10,1,10,2,0.25,2
Spined_Devil,S,Fiend,Devil,LE,13 (natural),22 (5d6+5),10,15,12,11,14,8,2,2
Spinosaurus,G,Beast,,,15 (natural),231 (14d20+84),27,9,22,2,11,10,13,5
Spire_Walker,T,Fey,,CN,16 (natural),38 (11d4+22),3,18,14,11,10,14,3,2
Spirit_Lamp,M,Undead,,CE,17 (natural),82 (11d8+33),12,19,16,13,14,19,7,3
Spirit_Naga,L,Monstrosity,,CE,15 (natural),75 (10d10+20),18,17,14,16,15,16,8,3
Spirit_Statue_Mascot,M,Construct,,,14 (natural),26 (4d8+8),14,9,15,12,13,8,0.25,2
Spirit_Troll,L,Giant,,CE,17 (natural),97 (15d10+15),1,17,13,8,9,16,11,4
Spitting_Mimic,L,Monstrosity,Shapechanger,N,14 (natural),85 (10d10+30),21,12,17,9,15,10,5,3
Spitting_Sea_Serpent,L,Dragon,,CE,16 (natural),97 (13d10+26),20,13,14,8,13,6,8,3
Splinter_Drake,L,Plant,,NE,16 (natural),114 (12d10+48),17,15,18,10,12,10,9,4
Spokvatten,M,Fey,Shapechanger,NE,14,78 (12d8+24),9,18,14,10,16,18,5,3
Spore_Dragon_(Dark_Spore_Infected),H,Dragon,,NE,19 (natural),225 (18d12+108),25,10,23,16,21,16,17,6
Sporous_Crab,S,Beast,,,14 (natural),33 (6d6+12),14,8,15,3,13,4,1,2
Spree,S,Fiend,Demon,CE,15 (natural),84 (13d6+39),11,17,16,10,8,15,5,3
Spring_Eladrin,M,Fey,Elf,CN,19 (natural),127 (17d8+51),14,16,16,18,11,18,10,4
Springborn_Softwood,G,Plant,,LG,16 (natural),280 (17d20+102),18,6,23,8,21,19,13,5
Sprite,T,Fey,,NG,15 (leather),2 (1d4),3,18,10,14,13,11,0.25,2
Sprite_Thief,T,Fey,,CE,15,5 (2d4),3,20,10,14,14,11,0.5,2
Spurred_Water_Skate,L,Beast,,,13,60 (8d10+16),12,17,15,3,10,6,1,2
Spy,M,Humanoid, Race,,12,27 (6d8),10,15,10,12,14,16,1,2
Squirt_the_Oilcan,T,Construct,,CN,15 (natural),17 (7d4),3,15,10,11,8,15,0.25,2
Ssadar,M,Humanoid,,CE,16 (natural),71 (11d8+22),16,14,15,9,14,10,3,2
Stalagbite,L,Monstrosity,,,14 (natural),19 (3d10+3),14,7,12,1,3,1,0.25,2
Stalker_Walker,L,Fey,,NE,13 (natural),30 (4d10+8),15,12,15,10,13,10,2,2
Star_Drake,L,Dragon,,N,19 (natural),189 (18d10+90),20,17,21,16,24,20,15,5
Star_Spawn_Grue,S,Aberration,,NE,11,17 (5d6),6,13,10,9,11,6,0.25,2
Star_Spawn_Hulk,L,Aberration,,CE,16 (natural),136 (13d10+65),20,8,21,7,12,9,10,4
Star_Spawn_Larva_Mage,M,Aberration,,CE,16 (natural),168 (16d8+96),17,12,23,18,12,16,16,5
Star_Spawn_Mangler,M,Aberration,,CE,14,71 (13d8+13),8,18,12,11,12,7,5,3
Star_Spawn_of_Cthulhu,L,Fiend,,CE,17 (natural),187 (15d10+105),25,15,24,30,18,23,15,5
Star_Spawn_Seer,M,Aberration,,NE,17 (natural),153 (18d8+72),14,12,18,22,19,16,13,5
Steam_Golem,L,Construct,,,18 (natural),171 (18d10+72),26,12,18,3,10,1,13,5
Steam_Mephit,S,Elemental,,NE,10,21 (6d6),5,11,10,11,10,12,0.25,2
Steel_Crane,M,Humanoid,Human,LE,17 (unarmored defense),76 (9d8+36),13,18,18,13,17,14,8,3
Steel_Leaf_Kavu,L,Beast,,,16 (natural),142 (15d10+60),20,12,18,6,14,8,4,2
Steel_Predator,L,Construct,,LE,20 (natural),207 (18d10+108),24,17,22,4,14,6,16,5
Stegasaurus,H,Beast,,,13 (natural),76 (8d12+24),20,9,17,2,11,5,4,2
Stegocentipede,H,Beast,,,14 (natural),76 (9d12+18),19,15,14,1,10,6,4,2
Stellar_Rorqual,G,Aberration,,N,14 (natural),165 (10d20+60),26,8,22,7,18,8,12,4
Stench_Beetle,S,Beast,,,13 (natural),18 (4d6+4),11,12,12,1,10,6,0.25,2
Stench_Mephit,S,Elemental,,NE,10,21 (6d6),5,11,10,11,10,12,0.25,2
Stirge,T,Beast,,,14 (natural),2 (1d4),4,16,11,2,8,6,0.125,2
Stone_Creeper,M,Plant,,,12,30 (4d8+12),12,15,16,4,6,4,1,2
Stone_Cursed,M,Construct,,LE,17 (natural),19 (3d8+6),16,5,14,5,8,7,1,2
Stone_Defender,M,Construct,,,16 (natural),52 (7d8+21),19,10,17,3,10,1,4,2
Stone_Delver,L,Monstrosity,,CE,19 (natural),114 (12d10+48),21,14,18,7,10,9,5,3
Stone_Giant,H,Giant,Stone Giant,N,17 (natural),126 (11d12+55),23,15,20,10,12,9,7,3
Stone_Giant_Dreamwalker,H,Giant,Stone Giant,CN,18 (natural),161 (14d12+70),23,14,21,10,8,12,10,4
Stone_Goblin,M,Humanoid,,LN,14 (natural),42 (5d8+20),16,10,18,13,16,12,3,2
Stone_Golem,L,Construct,,,17 (natural),178 (17d10+85),22,9,20,3,11,1,10,4
Stone_Guardian_Golem,M,Construct,,,14 (natural),42 (5d10+15),17,9,17,6,8,2,2,2
Stone_Juggernaut,L,Construct,,,15 (natural),157 (15d10+75),22,1,21,2,11,3,12,4
Stonemelder,M,Humanoid,Human,NE,17 (splint),75 (10d8+30),15,10,16,12,11,17,4,2
Storm_Elemental,H,Elemental,,N,15,122 (15d12+24),16,20,14,6,10,6,6,3
Storm_Giant,H,Giant,Storm Giant,CG,16 (scale mail),230 (20d12+100),29,14,20,16,18,18,13,5
Storm_Giant_Quintessent,H,Giant,Storm Giant,CG,12,230 (20d12+100),29,14,20,17,20,19,16,5
Storm_Giant_Skeleton,H,Undead,,LE,13 (armor scraps),204 (24d12+48),29,14,15,3,8,1,16,5
Storm_Lord_Elemental,H,Elemental,,N,17 (natural),161 (17d12+51),20,18,16,12,14,18,13,5
Storm_Maiden,M,Elemental,,CE or CG,15 (natural),78 (12d8+24),16,16,15,10,11,17,4,2
Storm_Spirit,M,Elemental,,N,14 (natural),22 (5d8),12,14,11,6,10,6,0.5,2
Storm_Warden,M,Humanoid,,CN,12 (hide),45 (7d8+14),14,10,14,16,13,10,1,2
Stormboar,L,Monstrosity,,,15 (natural),95 (10d10+40),19,12,18,3,10,7,6,3
Strahd_von_Zarovich,M,Undead,Shapechanger,LE,16 (natural),144 (17d8+68),18,18,18,20,15,18,15,5
Strahd_Zombie,M,Undead,,,8,30 (4d8+12),13,6,16,3,6,5,1,2
Strahd's_Animated_Armor,M,Construct,,LE,21 (natural),112 (5d8+45),17,13,16,9,10,9,6,3
Strangle_Weed,L,Plant,,,,0 (0d4),14,10,16,2,12,6,2,2
Street_Children_Swarm,L,Humanoid,(Swarm of Small),CN,11,45 (8d10),13,12,10,9,10,10,3,2
Strigoi,M,Monstrosity,, Evil,16 (natural),52 (7d8+21),17,14,16,11,17,10,4,2
Strixhaven_Campus_Guide,S,Construct,,LG,17 (natural),31 (7d6+7),15,14,13,10,12,12,1,2
Strobing_Fungus,M,Plant,,,13 (natural),76 (9d8+36),16,11,19,5,13,15,4,2
Strongheart,M,Humanoid,"Human, Paladin",LG,"20 (plate, shield)",55 (10d8+10),15,12,13,12,13,17,4,2
Stryx,T,Monstrosity,,N,13,10 (4d4),3,17,11,8,15,6,0.125,2
Stuhac,M,Fiend,,NE,18 (natural),190 (20d8+100),22,18,20,12,16,15,13,5
Stygian_Skeleton,M,Undead,,CE,16 (chain mail),97 (15d8+30),11,17,14,12,10,10,7,3
